P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_STUDENTEN
79111005;244;5.91
79111010;33;2.63
79111020;989;3.59
79111025;1313;5.37
79111030;1080;4.94
79111035;1700;5
79111040;1493;2.42
79111045;735;4.88
79111050;517;2.79
79111055;744;1.99
79111060;720;2.19
79111065;612;2.95
79111070;667;1.64
79112005;1160;4.7
79112010;1315;5.56
79112015;1119;3.72
79112020;1852;5.7
79112025;1448;3.03
79114005;1176;6.75
79114010;905;1.16
79114015;1680;8.03
79114020;113;3.66
79114025;196;4.9
79114030;1311;2.77
79114035;731;2.31
79114040;863;4.79
79114050;1124;4.59
79114055;211;5
79114060;440;5.87
79114065;1028;6.09
79114070;437;2.32
79114075;414;5.72
79115005;563;5.42
79115010;942;2.61
79115015;1468;7.27
79115020;780;3.52
79115025;488;2.67
79115030;252;3.66
79115035;581;5.95
79115040;1278;4.5
79115045;1299;3.7
79115050;822;2.99
79115055;612;3.97
79115060;366;3.03
79115065;305;1.28
79117005;401;2.56
79117010;1135;4.57
79117015;1044;3.58
79117025;802;3.45
79117030;973;2.72
79117035;850;4.95
79117040;630;2.97
79117045;890;4.79
79117050;464;2.44
79117055;1096;4.23
79117060;796;6.78
79117065;1100;6.14
79117070;491;8.37
79183005;453;3.34
79183010;1468;4.44
79183015;1362;5.58
79183020;1212;3.96
79183025;799;3.34
79183030;1483;3.34
79183035;378;2.51
79183040;231;6.44
79183045;778;2.62
79183050;930;2.87
79183055;788;3.31
79183060;870;6.12
79189020;760;4.84
79189025;591;3.4
79189030;709;3.18
79189035;789;2.44
79189040;486;4.84
79189045;549;5.71
79189050;477;4.86
79189055;498;5.41
79189060;384;5.52
79189065;426;3.41
79189070;539;5.45
79189075;510;3.38
79189080;603;5.41
79189085;516;5.27
79189090;687;4.42
79194005;1314;7.1
79194010;1361;3.98
79194015;1215;6.13
79194020;1130;2.77
79194025;786;2.62
79194030;438;4.32
79199005;698;3.59
79199010;700;2.35
79199020;851;2.09
79199025;248;2.62
79199030;709;4.6
79199035;570;4.82
79199040;501;5.25
79199045;507;3.11
79199050;564;8.17
79206005;890;3.08
79206015;1667;2.74
79206020;1008;1.74
79206025;544;2.58
79206030;833;3.19
79206035;501;4.1
79206040;463;2.83
79206045;492;2.1
79206050;488;3.55
79206055;510;4.62
79206060;15;2.49
79211005;561;4.96
79211010;1263;6.02
79211015;610;6.17
79211020;237;4.46
79211025;496;2.78
79211035;860;4.99
79211040;570;4.92
79211045;445;4
79211050;525;2.13
79211055;293;5.18
79211060;535;4.88
79211065;431;4.12
79215010;1441;1.83
79215015;805;2.55
79215020;129;4.01
79215025;464;1.53
79215035;310;1.13
79215041;34;2.99
79215042;32;3.51
79215045;244;0.75
79215050;700;1.51
79215055;2;8.51
79219005;1635;3.87
79219010;1586;5.03
79219015;286;5.59
79219020;510;2.31
79224005;981;3.33
79224010;1527;4.15
79227005;980;4.35
79227010;921;5.73
79227015;1244;3.82
79232005;1339;5.7
79232010;1216;5.49
79232015;623;3
79232020;1023;3.25
79235005;840;3.73
79235015;200;4.04
79235020;349;2.76
79235025;504;2.63
79235030;440;1.77
79235035;188;5.13
79235045;424;1.88
79238005;1403;4.98
79238010;1110;4.3
79238015;276;3
79238020;141;1.27
79238025;659;2.65
79241005;1808;2.86
79241010;683;2.19
79241015;646;2.81
79244005;534;3.47
79244010;991;2.23
79244015;375;2.03
79244020;465;1.55
79249005;972;3.1
79249010;1739;3.16
79252005;1284;5.46
79252010;616;3.54
79252020;2;1.33
79252025;203;2.9
79254005;700;5.28
79254010;389;5.53
79254015;277;3.08
79256005;709;5.36
79256010;233;4.79
79256015;329;4.91
79256020;204;1.65
79256025;4;1.48
79258005;1372;4.32
79258010;369;4.8
79258015;453;2.07
79261005;816;2.17
79261010;948;1.77
79261015;237;1.08
79263005;867;2.1
79263010;523;1.15
79268005;1163;2.06
79268010;1339;2.96
79271010;1225;4.35
79271015;36;1.01
79271020;12;1.19
79271025;2;1.7
79274010;4;0.1
79274015;842;2.48
79274020;1;1.77
79276005;1247;4.75
79276010;3;0.12
79279005;1578;4.06
79280005;720;2.93
79282005;368;2.59
79282010;722;5.59
79283005;972;6.91
79283010;161;7.28
79285005;1390;4.44
79286005;599;2.34
79286010;549;4.82
79286015;394;5.06
79288005;1319;4.63
79289005;509;2.58
79289010;1;7.95
79291005;1289;4.68
79292005;1312;4.91
79294005;602;2.8
79295005;899;4.24
79295010;389;2.58
79297005;718;1.74
79297010;569;2.46
79299005;709;2.69
79312005;775;3.92
79312010;272;2.18
79312015;519;3.34
79312020;586;2.23
79312025;558;6.92
79312030;498;5.28
79312035;581;4.71
79312040;824;5.54
79312045;717;5.65
79312050;654;5.52
79312055;423;4.72
79312060;292;1.77
79312065;1159;2.26
79312070;445;6.78
79312075;410;3.22
79312080;59;4.9
79312085;983;2.38
79312090;540;2.4
79312095;262;2.8
79312100;221;5.14
79312105;358;5.24
79312115;283;3.28
79312120;548;3.77
79312125;398;5.23
79312130;326;4.36
79312135;597;3.37
79312140;101;2.6
79331005;456;1.9
79331010;692;2.48
79331015;1003;2.16
79331020;1475;2.61
79331025;931;3.44
79331030;1190;4.7
79331035;617;1.96
79336005;480;2.11
79336010;429;2.26
79336015;147;3.8
79336025;515;1.53
79336035;361;1.39
79336040;343;1.59
79336045;346;1.18
79336050;4;1.37
79336055;648;2.64
79336060;551;1.64
79336065;615;2.52
79336070;565;2.47
79341005;1449;2.93
79341010;334;2.36
79341015;487;2.41
79341020;527;3.55
79341025;605;3.71
79341030;383;1.44
79341035;317;1.06
79341040;396;3.03
79346005;168;6.21
79346010;1291;2.94
79346015;551;3.74
79346020;1285;2.56
79346025;574;1.49
79346030;454;1.75
79346035;183;0.99
79348005;488;2.57
79348010;415;1.74
79348015;817;1.83
79348020;3;1.28
79350005;388;2.24
79350010;483;5.4
79350015;282;4.91
79350020;357;2.68
79353005;1354;3.25
79353010;587;3.01
79356005;754;3.82
79356010;819;1.63
79359005;169;4.05
79359010;460;2.54
79359015;371;1.24
79359020;710;2.32
79361005;877;1.77
79361010;538;1.8
79361015;193;1.43
79362005;607;1.41
79364006;1495;2.42
79365005;310;2.22
79365010;704;1.21
79365015;653;1.09
79367005;1004;2.04
79369005;740;0.97
79369010;1002;1.73
79379005;868;4.55
79379010;672;5.56
79379015;1416;4.81
79379020;594;4.38
79379030;539;3.76
79379035;596;5.03
79379040;965;4.83
79379045;123;1.18
79379050;307;1.88
79379055;546;1.31
79379061;498;4.08
79379065;189;0.97
79379070;572;3.03
79379075;474;3.3
79379080;408;5.05
79379085;383;6.39
79395005;1437;2.67
79395010;1461;3.14
79395015;1275;2.95
79395020;688;1.05
79395026;760;1.79
79395030;456;1.72
79400005;1088;2.74
79400010;1014;2.93
79400015;180;2.07
79400020;366;2.87
79400025;277;4.26
79400030;137;3.79
79400035;439;2.43
79400040;557;2.32
79410005;704;4.73
79410010;826;3.08
79410015;255;3.02
79410020;311;4.68
79415005;808;4.47
79415010;455;2.1
79415015;349;3.01
79415020;258;4.07
79418005;1356;4.67
79418010;495;5.18
79418015;267;3.24
79418020;594;5.55
79423006;1113;2.55
79423010;1396;5.49
79423015;129;5.16
79423020;230;4.83
79424005;1181;4.33
79426005;1251;2.68
79426010;606;2.19
79427005;1154;3.09
79427010;7;10.61
79429010;318;1.4
79429015;6;2.15
79429020;462;3.22
79539005;569;5.23
79539010;487;4.74
79539015;586;6.21
79539020;665;1.87
79539025;472;3.65
79539030;569;5.56
79539035;538;5.87
79539040;840;3.53
79539045;724;4.07
79539050;754;4.52
79539055;603;2.89
79539060;652;3.23
79539065;1019;5.89
79539070;725;2.22
79539075;406;1.11
79539080;797;2.6
79539085;891;3.4
79539090;640;2.93
79540005;482;4.04
79540010;599;4.48
79540015;484;6.84
79540020;1384;4.99
79540025;831;3.22
79540030;631;3.32
79540035;396;3.36
79540040;681;7.86
79540045;354;2.62
79540050;530;4.24
79540055;165;7.96
79540060;684;3.06
79540065;500;3.69
79541005;577;2.79
79541010;742;4.42
79541015;515;3.81
79541020;727;2.87
79541025;538;3.94
79541030;550;3.04
79541035;810;2.69
79541040;827;3.18
79541045;764;4.07
79541050;556;3.64
79541055;440;2.68
79576005;544;4.23
79576010;660;2.84
79576015;295;1.32
79576020;594;1.2
79576025;767;4.1
79576030;1099;7.46
79576035;518;2.69
79576040;328;2.17
79576045;591;2.17
79576050;271;1.61
79576055;535;3.27
79576060;480;3.78
79576065;559;4.37
79576070;251;1.19
79576075;509;3.97
79576080;322;4.25
79576085;1654;5.31
79576090;377;6.28
79576095;199;2.99
79576100;395;3.12
79576105;533;3.95
79576110;382;1.96
79576115;571;2.82
79576120;770;5.35
79576125;715;4.88
79576130;527;4.87
79576135;395;4.69
79585005;1242;5.12
79585010;768;5.91
79585015;539;4.16
79585020;263;5.5
79585025;217;2.62
79585030;231;3.89
79585035;354;4.32
79585040;284;3.1
79585045;870;2.86
79588005;667;5
79588010;795;5
79588015;256;3.92
79588021;413;2.68
79588025;212;4.85
79588030;581;5.29
79588035;219;1.52
79588040;229;2.66
79588045;239;2.03
79588050;246;5.55
79589005;650;5.53
79589010;836;3.52
79591005;1220;3.64
79592005;319;5.3
79594005;443;6.12
79594010;810;5.38
79595006;885;6.32
79597005;372;4.81
79599006;409;4.18
79618005;413;3.73
79618010;700;3.83
79618015;364;2.7
79618020;467;2.96
79618025;428;4.34
79618030;773;5.68
79618035;671;3.55
79618040;826;3.25
79618045;628;2.71
79618050;370;4.25
79618055;899;5.1
79618060;544;2.28
79618065;437;3.42
79618070;936;3.27
79618075;576;4.3
79618080;1120;4.61
79618085;633;3.54
79618090;813;6.32
79618095;695;4.54
79618105;338;4.76
79618110;419;5.73
79618115;421;2.77
79618120;364;2.16
79618125;563;5
79618130;464;3.84
79618135;154;2.53
79618140;513;5.07
79618145;542;4.1
79618150;652;4.44
79618155;188;4.44
79618160;2;0.61
79639005;257;2.14
79639010;320;5.12
79639015;870;4.59
79639020;630;3.91
79639025;733;3.64
79639030;377;3.62
79639035;330;2.16
79639045;496;2.75
79639050;656;6.51
79639055;118;5.15
79639060;1036;4.65
79639065;1225;6.07
79639070;3;2.3
79639075;151;4.43
79650005;785;2.78
79650010;358;4.22
79650015;749;3.97
79650020;1069;4.18
79650025;197;4.77
79650030;167;1.92
79650035;570;3.81
79650040;619;3.23
79650045;422;2.85
79650050;381;3.85
79650055;578;2.64
79650060;247;4.41
79650065;600;3.01
79650070;610;3.01
79650075;156;0.75
79650080;435;4.61
79650085;495;2.24
79650090;216;5.68
79650095;390;3.8
79650100;414;4.98
79650105;356;1.98
79650110;304;5.97
79664005;863;2.3
79664010;422;2.2
79664015;715;2.08
79664020;676;3.25
79664025;827;2.92
79664030;159;2.62
79664035;453;2.79
79664040;453;4.62
79664045;221;4.28
79664050;774;2.15
79664055;560;3.42
79664060;411;2.71
79669005;306;1.43
79669010;207;3.13
79669015;207;2.13
79669020;414;2.41
79669025;618;2.83
79669030;248;2.29
79669035;200;0.85
79669040;292;1.81
79669045;221;2.61
79669051;159;0.84
79669055;150;1.27
79674005;179;1.25
79674010;639;3.52
79674015;306;2.23
79674020;185;1.79
79674025;146;3.53
79674030;157;1.11
79674035;164;4.02
79674040;151;1.56
79674045;148;1.58
79674050;427;2.77
79677020;736;4.46
79677031;161;1.96
79677035;48;5.67
79677040;148;1.02
79677050;92;2.29
79677055;229;1.7
79677060;12;0.34
79677065;247;3.17
79677070;4;0.39
79677071;512;2.28
79682005;627;3.04
79682010;509;3.18
79685005;255;1.04
79685010;126;1.26
79686005;579;1.48
79688005;1167;2.93
79689005;466;4.3
79689010;542;2.56
79689015;335;4.11
79689020;681;2.81
79692010;139;1.14
79692015;203;1.79
79692020;60;0.74
79692025;141;0.74
79692030;147;1.38
79692035;288;2
79692040;293;2.19
79692045;100;1.22
79694005;296;1.78
79695005;241;1.31
79713005;519;3.18
79713010;429;6.6
79713015;489;4.47
79713020;618;2.77
79713025;397;2.43
79713030;661;2.59
79713035;196;3.44
79713040;579;3.02
79713045;197;5.93
79713050;614;4.69
79713055;415;4.16
79713060;230;2.28
79713065;477;3.84
79713070;265;3.73
79713075;484;3.28
79713080;534;3.54
79713085;169;4.57
79713090;321;3.45
79713095;272;4.94
79725005;437;5.88
79725010;1048;2.29
79725015;735;2.36
79725020;335;3.39
79725025;480;1.65
79725030;598;3.2
79725035;259;5.23
79725040;282;3.45
79730005;719;1.96
79730010;741;2.08
79730015;768;3.13
79730020;358;3.16
79730025;523;5.5
79733005;731;2.22
79733010;164;1.42
79733015;296;1.65
79733020;213;1.35
79733025;136;1.35
79733030;177;1.18
79733035;361;6.34
79736005;423;3.1
79736010;218;4.46
79736015;275;2.2
79736020;447;5.08
79736025;210;2.16
79736030;218;3.25
79737005;491;2.53
79737010;162;0.88
79737015;166;2.28
79737020;256;1.86
79737025;257;2.55
79739005;1077;1.72
79739010;252;1.14
79761005;817;4.93
79761010;836;4.02
79761015;170;4.32
79761020;354;5.17
79761025;417;2.07
79761030;377;4.85
79761035;358;1.52
79761040;486;2.41
79761045;864;3.29
79761050;288;2.11
79761055;272;4.8
79761060;184;3.65
79761065;261;3.55
79761070;179;2.65
79761075;132;1.11
79761080;206;3.67
79761090;259;1.25
79761095;701;2.19
79761100;630;3.47
79761105;444;2.33
79761110;472;1.77
79761115;528;1.4
79761120;617;4.51
79761125;620;2.38
79761130;121;2.49
79761135;200;3.7
79761140;51;9.17
79761145;486;2.55
79771005;889;2.25
79771010;868;2.23
79771015;1003;3.42
79771020;221;1.61
79771025;128;0.79
79771030;125;1.56
79771035;370;1.97
79771040;142;1.51
79774005;279;3.09
79774010;604;3.42
79774015;559;2.3
79774020;415;1.52
79774025;158;2.43
79774030;245;3.33
79774035;365;2
79774040;342;1.56
79774045;370;1.93
79777010;563;3.32
79777015;177;0.82
79777020;288;2.01
79777025;536;2.51
79777030;423;1.8
79777035;9;1.21
79777040;375;1.75
79780005;1070;3.68
79780010;223;1.09
79780015;191;2.34
79780020;138;0.76
79780025;193;1.96
79780030;201;0.97
79780035;171;3.11
79780040;134;2.07
79780045;266;0.84
79787005;714;3.6
79787010;663;2.59
79787015;417;3.16
79787020;469;3.17
79787025;498;2.06
79787030;745;3.23
79790005;993;4.87
79790015;578;3.19
79790020;727;3.85
79790025;186;4.19
79790035;234;4.76
79790040;1;1.58
79790045;157;2.17
79790050;19;1.75
79793005;897;1.79
79793010;988;2.05
79793015;586;2.25
79793020;513;1.37
79793025;136;0.71
79798005;885;2.43
79798010;1072;3.93
79798015;501;3.26
79801005;874;3.22
79801010;374;1.4
79801015;182;2.29
79801020;295;2.19
79802005;387;1.84
79802010;136;3.14
79804005;1169;3.89
79805005;717;1.69
79807005;1081;2.5
79809005;192;4.94
79809010;393;2.63
79809015;330;5.23
79809020;463;5.14
79822005;1;2.68
79822010;570;3.61
79822015;451;4.46
79822020;829;2.44
79822025;796;2.1
79822030;323;5.1
79822035;586;5.41
79822040;359;2.76
79822045;721;4.01
79822050;1058;3.96
79822055;147;4.25
79822060;229;2.92
79822065;117;4.22
79837005;628;3.56
79837010;226;4.13
79837025;324;1.03
79837030;208;1.01
79837035;739;2.93
79837046;16;1.5
79837050;787;3.37
79843005;1687;2.12
79843010;543;1.51
79843015;272;2.18
79843020;169;2.16
79843025;469;1.27
79843030;515;1.46
79843035;259;1.13
79843040;7;5.37
79848005;1050;3.57
79848010;1310;3
79848015;252;0.71
79848020;141;0.89
79848025;220;0.9
79848030;330;1.55
79853010;317;1.4
79853015;491;4.02
79853020;426;1.86
79853025;1468;2.95
79853030;3;1.3
79856010;43;2.67
79856015;1292;5.16
79859005;825;3.45
79859010;151;1.58
79859015;176;2.9
79859020;159;1.34
79862005;903;3.74
79862010;346;2.3
79865005;885;2.51
79865010;190;4.24
79868005;462;4.04
79868010;138;5.42
79868020;451;4.93
79868025;1;6.8
79871005;545;1.4
79871010;248;2.52
79871015;281;2.03
79872005;385;2.59
79872010;470;1.76
79874005;708;3.58
79875005;158;2.23
79875010;161;3.05
79875020;324;1.98
79875025;4;0
79877010;332;4.2
79877015;616;1.53
79879005;302;1.03
79879010;190;2.75
80331005;801;4.81
80331010;437;3.15
80331015;836;4.61
80331020;603;7.5
80331025;1123;3.89
80331030;1263;4.28
80331035;264;4.06
80333005;836;3.17
80333010;1030;4.53
80333015;652;4.87
80333020;1108;5.42
80333025;998;7.12
80333035;1252;7.81
80333040;846;8.17
80333050;284;6.97
80333055;1220;7.66
80333060;255;7.31
80333065;822;8.11
80335005;707;7.99
80335015;762;5.9
80335020;1159;5.99
80335025;1344;12.04
80335030;1429;6.33
80335035;784;5.77
80335040;441;7.58
80335045;507;5.52
80335065;166;12.7
80335070;296;4.46
80336005;97;5.99
80336010;665;8.83
80336015;1407;6.76
80336020;1394;7.17
80336025;1002;6.45
80336030;1179;5.18
80336035;950;5.42
80336040;360;10.29
80337005;1282;9.42
80337010;378;6.64
80337020;419;7.3
80337025;1166;10.15
80337030;654;9.93
80337035;1294;11.8
80337040;1361;11.59
80337045;1152;6.18
80337055;634;8.56
80337060;781;7.42
80337065;527;9.48
80337070;764;8.24
80339005;1491;7.19
80339010;1173;7.48
80339020;1244;10.41
80339025;694;5.31
80339030;737;9.03
80339035;1150;5.87
80339040;1440;4.8
80339045;935;6.64
80339050;852;9.51
80339060;512;9.44
80339065;1313;7.81
80339070;1370;5.69
80339075;543;9.95
80339080;550;7.95
80339085;538;9.88
80339090;556;5.51
80339095;767;7.6
80339100;611;4.32
80469005;350;7.17
80469010;1034;8.12
80469015;1121;7.26
80469020;1226;8.14
80469025;1230;8.89
80469030;1068;6.4
80469035;1085;8.61
80469040;700;6.63
80469045;863;7.36
80469050;1286;7.04
80469055;1384;6.11
80469060;1075;10.19
80469065;334;10.19
80469070;583;7.88
80469075;1374;6.44
80469080;1351;7.27
80469085;643;7.48
80469090;1035;7.41
80538010;734;3.88
80538015;1182;4.56
80538020;696;5.01
80538025;1204;4.36
80538030;379;3.07
80538035;911;4.18
80538040;656;3.79
80538045;832;4.09
80538050;1174;3.84
80539005;264;4.06
80539010;400;3.65
80539015;1150;5.03
80539020;179;5.2
80539025;527;5.14
80634005;883;11.78
80634010;619;7.09
80634015;843;5.32
80634020;626;7.25
80634025;650;7.82
80634030;798;3.81
80634035;617;5.19
80634040;802;5.39
80634045;482;1.97
80634050;1137;5.01
80634055;538;2.67
80634060;498;3.81
80634065;487;3.35
80634070;256;6.16
80634075;1081;4.11
80634080;949;6.17
80634085;654;5.93
80634090;258;4.47
80636005;658;8
80636010;353;5.65
80636015;1886;9.5
80636020;1410;8
80636025;1347;4.14
80636030;813;5.37
80636035;1343;5.44
80636040;633;6.37
80636045;921;7.42
80636050;1168;3.36
80636055;1054;5.2
80636065;1170;5.88
80636070;610;7.92
80636075;1295;7.93
80637010;380;5.32
80637015;509;3.93
80637020;382;11.3
80637025;207;5.71
80637035;776;3.51
80637040;883;7.34
80637045;1070;6.24
80637050;901;6.53
80637055;968;3.86
80637060;1240;3.94
80637065;399;2.79
80637070;533;2.64
80637080;967;4.63
80637085;438;3.75
80637090;653;6.45
80637095;718;2.65
80637100;461;10.69
80637105;553;6.81
80637110;439;13.17
80637115;746;12.68
80638005;907;2.58
80638010;432;2.62
80638015;865;2.7
80638020;797;4.27
80638025;119;4.4
80638030;1079;3.05
80638035;20;3.87
80638040;701;2.71
80638045;498;2.2
80639005;1517;6.87
80639010;731;4.12
80639015;310;2.61
80639025;937;3.24
80639030;763;3.38
80639035;1242;3.7
80639040;972;3.87
80639045;595;5.63
80639050;606;4.31
80639055;781;3.56
80639060;431;3.23
80639065;1063;3.15
80639070;1537;5.09
80686005;508;4.59
80686010;1165;3.69
80686015;331;2.74
80686020;894;6.64
80686025;905;2.28
80686030;966;3.51
80686035;556;2.38
80686040;505;3.47
80686045;544;4.25
80686050;883;6.77
80686055;757;5.36
80686060;322;3.46
80686065;930;4.8
80686070;730;4.15
80686075;415;1.98
80686080;86;2.53
80686085;744;5.27
80686090;632;6.81
80686095;743;2.73
80686100;111;5.4
80687005;1287;6.82
80687010;838;8.43
80687015;642;6.26
80687020;947;8.72
80687025;1034;3.16
80687030;737;3.88
80687035;668;6.18
80687040;655;4.83
80687045;251;1.74
80687050;182;3.93
80687055;756;6.51
80687060;779;7.08
80687065;649;6.11
80687070;978;5.22
80687075;625;6.34
80687080;1247;4.82
80687085;369;4.74
80687090;455;6.67
80687095;267;2.4
80687100;448;3.12
80689006;199;3.9
80689010;691;3.04
80689015;342;2.53
80689020;182;3.77
80689025;844;6.17
80689030;1192;3.76
80689035;1258;4.11
80689040;519;3.47
80689045;651;2.12
80689050;289;3.05
80689055;340;7.73
80689060;873;4.22
80689065;780;2.23
80689070;353;0.86
80689075;565;2.49
80689080;1041;5.69
80689085;985;3.99
80689090;774;2.11
80689095;478;1.31
80689100;841;2.4
80689105;753;5.34
80689110;343;3.39
80689115;35;3.51
80689120;1218;1.42
80796005;803;5.06
80796010;141;4.65
80796015;541;5.38
80796020;604;4.96
80796025;233;4.3
80796040;833;6.63
80796050;935;3.24
80796055;544;5.25
80796060;955;5.96
80796065;983;5.24
80796070;441;5.86
80796075;547;6.65
80796080;424;4.9
80796085;884;5.98
80796090;128;2.58
80796095;178;4.97
80796100;439;7.08
80796105;639;5.57
80796110;386;5.17
80796115;621;4.57
80797005;126;10.65
80797010;1286;8.54
80797015;307;8.14
80797020;476;9.34
80797025;1794;8.13
80797035;306;5.26
80797040;501;6.38
80797045;749;6.85
80797050;128;7.96
80797055;435;9.87
80797060;1289;4.74
80797065;286;4.49
80797070;352;3.09
80797075;754;8.19
80797080;455;5.59
80797085;696;4.87
80797090;360;6.04
80798016;813;7.4
80798020;1273;4.77
80798040;801;3.88
80798045;322;4.09
80798055;1015;5.54
80798060;369;4.31
80798065;220;3.12
80798070;434;4.62
80798075;367;4.98
80798080;913;5.28
80798085;1434;8.37
80798090;1183;7.45
80799005;1250;6.04
80799010;1463;7.43
80799015;435;3.2
80799020;1373;6.65
80799025;332;4.79
80799035;483;7.34
80799040;646;10.2
80799050;538;5
80799055;497;4.6
80799060;539;5.65
80799065;541;7.26
80799070;563;7.13
80799075;601;7.49
80799080;605;5.46
80801015;297;4.79
80801020;591;4.52
80801025;1402;5.56
80801030;920;4.1
80801035;773;3.62
80801040;838;5.88
80801045;840;5.08
80801055;578;5.02
80802005;396;4.14
80802010;438;4.08
80802015;533;5.23
80802020;222;4.09
80802025;1017;3.72
80802030;923;5.04
80802035;1073;6.1
80802040;320;6.84
80802045;591;4.88
80802050;1040;4.18
80803005;833;3.72
80803010;1225;4.58
80803015;475;4.63
80803020;731;3.89
80803025;94;4.7
80803030;490;3.97
80803035;1218;4.49
80803040;939;3.73
80803045;317;4.17
80803050;280;2.33
80804010;858;3.38
80804015;948;5.62
80804020;995;5.58
80804025;742;10.21
80804030;1496;6.02
80804035;741;2.89
80804040;854;12.05
80804045;760;9.28
80804050;578;4.9
80804055;521;5.19
80804060;443;6.54
80804065;466;4.7
80805005;382;4.54
80805010;487;3.83
80805015;843;3.86
80805020;1117;2.97
80805025;668;7.12
80805035;909;6.46
80805045;751;4.85
80805050;145;5.8
80805060;459;5.15
80805065;625;7.89
80805070;672;16.45
80805075;497;9.3
80805080;876;4.1
80805085;820;5.05
80805090;555;5.31
80805095;535;5.8
80805100;780;8.91
80807010;152;9.12
80807015;178;8.98
80807020;940;5.86
80807025;1517;8.02
80807030;560;6.3
80807035;714;4.62
80807040;739;3.29
80807045;1063;2.16
80807050;1304;2.55
80807055;925;3.41
80807060;749;3.91
80807065;1061;3.25
80807070;538;5.94
80807075;1350;8.68
80807080;642;7.04
80807085;1161;3.98
80807090;1112;2.73
80807095;82;2.6
80807100;755;11.24
80807105;256;7.31
80807110;1059;6.07
80809005;1591;7.81
80809010;682;4.86
80809015;829;7.84
80809020;237;3.03
80809025;446;9.32
80809030;1268;4.23
80809035;1299;5.33
80809040;463;8.76
80809045;691;3.05
80809050;1150;12.12
80809055;1001;3.67
80809060;1306;6.17
80809065;1180;7.57
80809070;661;2.37
80809075;1057;2.69
80933005;578;1.24
80933015;1445;5.43
80933020;658;4
80933025;463;1.5
80933030;703;2.37
80933035;673;2.74
80933040;1127;1.47
80933045;253;2.42
80933050;346;2.06
80933055;483;2.51
80933060;436;1.28
80933065;608;1.43
80933070;1092;2.69
80933080;287;5.34
80935005;619;4.35
80935010;590;3.13
80935015;327;7.43
80935020;790;5.09
80935025;731;3.95
80935030;984;3.57
80935035;1474;3.19
80935040;1308;3.91
80935045;597;3.83
80937010;633;4.31
80937015;534;5.45
80937020;876;3.11
80937025;1015;4.86
80937030;651;4.13
80937035;566;3.86
80937040;499;1.43
80937045;537;6.98
80937050;749;1.76
80937055;1829;1.64
80937060;856;4.06
80937065;324;2.23
80937070;887;5.74
80937075;166;1.55
80939005;522;2.35
80939020;717;1.83
80939025;715;1.62
80939030;1142;6.44
80939035;1384;4.29
80939045;1217;0.86
80939050;751;3.66
80939055;844;1.62
80939060;39;5.26
80939065;673;4.57
80939070;652;6.53
80939075;517;4.51
80939080;598;5.67
80939085;944;4.15
80939090;724;6.29
80939095;760;5.28
80939100;91;2.23
80939105;86;0.6
80939110;65;1.86
80939115;574;1.79
80939120;412;2.11
80939125;588;1.57
80939130;103;5.5
80992010;1002;6.43
80992015;1038;3.9
80992020;1191;5.39
80992025;470;6.65
80992030;1460;6.74
80992035;118;4.41
80992040;691;6.18
80992045;1464;4.08
80992050;418;3.29
80992055;771;2.36
80992060;542;4.53
80992065;685;2.77
80992070;1410;2.63
80992075;827;5.5
80992080;56;9.3
80992085;143;2.42
80993005;192;6.22
80993010;707;2.68
80993015;1071;4.78
80993020;1098;2.95
80993025;1796;5.19
80993030;1091;4.3
80993035;635;2.43
80993045;1260;6.8
80993050;508;4.37
80993055;440;3.4
80995005;968;1.48
80995010;560;1.28
80995015;563;1.72
80995020;568;2.26
80995025;680;1.81
80995030;906;4.46
80995035;143;3.94
80995040;843;5.05
80995045;988;5.39
80995050;1261;5.04
80995055;1054;4.89
80995060;1490;2.59
80995065;972;3.71
80995070;991;2.85
80995075;867;2.48
80997006;240;4.94
80997010;1298;5.69
80997015;1015;4.46
80997020;630;3.15
80997025;697;1.61
80997030;798;0.99
80997035;326;2.34
80997040;853;2.1
80997045;1090;2.74
80997050;972;3.64
80997055;1201;2.08
80997060;522;3.08
80997065;712;4.19
80997070;829;3.3
80997075;505;3.92
80997080;968;2.65
80999005;1007;2.42
80999010;466;2.34
80999015;873;2.28
80999020;1112;3.99
80999025;769;1.95
80999030;1081;3.49
80999035;1024;2.9
80999040;445;4.79
80999045;1056;4.98
81241005;830;5.29
81241010;345;2.44
81241015;869;3.01
81241020;847;4.55
81241025;693;4.23
81241030;845;6.49
81241035;807;4.48
81241040;1355;6.44
81241045;743;5.65
81241050;1193;7.37
81241060;491;5
81241065;1458;3.54
81241070;30;4.51
81241075;314;8.39
81241080;888;5.32
81241085;530;7
81241090;872;8.03
81243005;173;4.37
81243010;792;3.74
81243015;965;2.52
81243020;1099;2.24
81243025;1286;5.8
81243030;609;2.73
81243035;482;5.88
81243040;1320;3.23
81243045;1337;4.91
81243050;747;1.61
81243055;247;2.67
81243060;482;4.78
81243065;338;0.92
81243070;1124;3.73
81245005;457;3.55
81245010;899;2.45
81245015;1384;3.18
81245020;919;4.68
81245025;764;5.45
81245030;1445;4.39
81245035;1684;3.1
81245040;866;2.87
81245045;433;1.95
81245050;204;2.87
81245055;785;3.32
81245060;1105;3.29
81245065;1152;4.54
81245070;746;2.32
81245075;934;3.91
81247005;906;2.45
81247010;799;2.72
81247015;288;2.18
81247020;883;2.14
81247025;1010;2.04
81247030;968;2.17
81247035;1138;2.3
