P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_STUDENTEN
81247040;973;2.6
81247045;305;2.21
81247050;307;1.98
81247055;1189;2.62
81247065;207;2.07
81247070;26;3.05
81248005;6;1.33
81249005;189;2.92
81249010;58;2.42
81249015;931;2.37
81249020;1047;3
81249025;318;4.55
81249030;975;3.07
81249035;554;3.03
81249040;916;0.97
81249045;600;1.21
81249050;322;2.79
81249055;521;0.73
81249060;508;2
81249065;1032;3.04
81249070;885;3.13
81249075;697;2.12
81369005;689;4.7
81369010;292;8.91
81369015;687;7.61
81369020;964;4.37
81369025;1026;7.15
81369030;172;8
81369035;572;1.86
81369040;981;2.54
81369045;305;1.85
81369055;45;5.29
81369060;1089;4.29
81369070;720;7.14
81369075;1158;4.81
81369080;969;5.3
81369085;802;2.18
81369090;776;4.37
81369095;1326;4.89
81369100;608;7.25
81369105;524;5.09
81369110;1019;6.46
81371005;53;2.85
81371010;1093;9.45
81371015;1498;10.47
81371020;834;7.65
81371025;979;8.1
81371030;1210;5.18
81371035;1427;7.6
81371040;630;10.51
81371045;1055;5.37
81371050;822;3.44
81371055;801;7.99
81371060;1249;8.36
81371065;1170;6.57
81371070;1143;5.18
81371075;264;6.3
81371080;450;4.72
81373005;272;4.5
81373010;748;5.99
81373015;809;5.24
81373025;1164;4.55
81373040;1029;4.15
81373045;451;2.42
81373050;957;5.76
81373055;1000;2.43
81373060;846;3.29
81373065;680;2.17
81373070;504;9.18
81373075;829;7.57
81373085;1245;6.29
81373090;565;4.67
81373096;123;9.61
81373100;548;7.35
81373105;522;5.72
81373110;585;4.49
81373115;515;3.7
81373120;714;8.01
81373125;813;4.76
81375005;311;2.28
81375010;1197;2.28
81375015;991;7.81
81375020;669;2.69
81375025;905;2.61
81375030;720;2.45
81375035;1004;2.4
81375040;1046;2.57
81375045;527;2.09
81375050;333;3.04
81375055;633;2.37
81375060;987;2.69
81375065;831;2.89
81375070;1241;5.49
81375075;1016;3.78
81377005;201;6.82
81377010;654;8.27
81377015;899;4.79
81377020;787;3.71
81377025;1209;8.09
81377030;999;5.85
81377035;886;2.99
81377040;796;2.32
81377045;653;2.82
81377050;489;5.5
81377055;84;2
81377060;785;4.09
81377065;445;2.57
81377070;1128;4.82
81377075;1262;2.06
81377080;1099;4.62
81377085;1615;6.38
81379005;312;5.32
81379010;455;8.19
81379015;413;9.11
81379020;1182;7.3
81379025;713;4.5
81379035;918;6.52
81379040;1719;6.96
81379045;1211;7.66
81379050;200;7.11
81379055;1196;6.59
81379060;967;8.91
81379065;983;7.54
81379070;997;3.99
81379075;1216;5.87
81379080;30;10.09
81379085;428;2.26
81379090;479;2.42
81379095;475;4.84
81379100;683;6.74
81379105;751;10.5
81379110;524;6.7
81475005;713;5.46
81475010;707;2.07
81475015;352;3.51
81475020;582;5.26
81475025;694;2.36
81475030;1021;2.31
81475035;723;2.99
81475040;93;2.04
81475045;862;2.07
81475050;1449;3.57
81475055;592;4.63
81475060;191;8
81475065;606;2.32
81476005;472;8.1
81476010;1769;4.48
81476015;1248;4.08
81476020;628;2.08
81476025;848;2.09
81476035;1078;3.6
81476040;192;6.23
81476045;1088;3.06
81476050;647;2.84
81476055;662;3.6
81477005;793;3.47
81477010;630;2.41
81477015;170;3.72
81477020;588;2.74
81477025;617;1.93
81477030;163;2.23
81477035;870;2.45
81477040;1332;2.16
81477045;564;1.99
81477050;828;2.3
81477055;517;2.83
81477060;1255;6.44
81479005;581;2.88
81479010;479;2.88
81479015;1093;3.13
81479020;838;2.22
81479025;735;2.2
81479030;905;2.67
81479035;1010;2.62
81479040;272;2.72
81479045;1012;2.61
81479050;1020;2.37
81479060;976;2.8
81539005;1134;7.4
81539010;314;7.7
81539015;177;3.91
81539020;1042;4.85
81539025;830;9.7
81539030;1439;7.52
81539035;884;8.37
81539040;1217;2.34
81539045;638;2.28
81539050;852;3.52
81539055;1105;2.99
81539060;1321;6.11
81539065;664;2.67
81539070;446;1.56
81539075;130;1.89
81539080;281;3.86
81539085;787;4.42
81539090;633;3.61
81539095;678;4.31
81539100;882;5.5
81539105;241;3.52
81539110;381;4.83
81541005;157;6.07
81541010;758;6.42
81541015;595;7.94
81541020;995;5.85
81541025;941;4.54
81541030;612;7.68
81541035;1665;7.75
81541040;197;4.97
81541045;671;7.99
81541050;496;8.34
81541055;967;4.73
81541060;1040;8.54
81541065;791;8.03
81541070;811;5.87
81541075;627;9.5
81541080;666;5.02
81541085;1378;7.22
81541090;1063;6.36
81541095;1097;8
81541100;208;7.13
81541105;127;3.7
81541110;249;5.99
81541115;530;10.2
81541120;653;5.44
81543005;1621;8.98
81543010;651;5.19
81543015;519;9.13
81543020;989;9.12
81543025;1217;9.93
81543030;1395;8.7
81543035;1069;5.73
81543040;753;9.28
81543045;808;8.12
81543050;984;3.66
81543055;774;8.11
81543060;835;4.12
81543065;995;4.23
81543070;1171;4.53
81545005;627;2.59
81545010;482;2.29
81545015;749;2.4
81545020;1060;3.56
81545025;104;1.91
81545030;754;2.37
81545035;801;3
81545045;1457;2.57
81545050;530;2.58
81545055;457;2.87
81545060;562;2.71
81547005;181;7.52
81547020;1008;5.59
81547025;692;8.17
81547030;1243;5.91
81547035;949;7.29
81547040;985;7.35
81547045;507;2.16
81547050;1405;5.43
81547055;795;3.13
81547060;386;3.27
81547065;912;5.41
81547070;639;7.06
81547075;887;3.04
81547080;571;4.71
81549010;897;4.15
81549015;197;5.62
81549020;776;3.47
81549025;634;4.49
81549035;1326;3.67
81549040;1283;4.05
81549050;862;2.51
81549055;781;3.12
81549060;1304;3.74
81549065;340;4.3
81549070;673;6.29
81549075;765;3.37
81549085;20;9.27
81549090;1315;3.66
81549095;379;6.6
81549100;565;7.26
81549105;518;3.64
81549110;547;3.91
81549115;563;4.32
81667005;666;5.34
81667010;837;5.02
81667015;920;5.45
81667020;759;9.05
81667025;949;4.47
81667030;1076;4.21
81667035;973;4.68
81667040;638;5.88
81667045;894;5.43
81667050;1015;4.82
81667065;539;7.61
81667071;4;4.92
81667075;600;6.8
81667080;383;6.6
81667085;599;6.63
81669010;1745;6.51
81669015;842;5.21
81669020;462;8.78
81669025;270;7.34
81669030;747;6.84
81669035;782;4.59
81669040;330;7.32
81669045;217;7.7
81669050;524;5.22
81669055;279;10.32
81669060;784;4.56
81669065;1116;4.31
81669070;704;7.97
81669075;323;3.39
81669080;375;3.74
81669085;716;5.64
81671005;428;3.51
81671010;838;3.02
81671015;949;3.55
81671020;167;5.73
81671025;820;3.21
81671030;214;1.87
81671035;584;3.92
81671040;474;2.6
81671045;439;3.31
81671050;802;7.2
81671055;744;3.69
81671060;646;3.43
81671065;821;2.7
81671070;640;4.6
81671075;608;2.02
81671080;1514;3.85
81671085;764;4.42
81673005;1389;7.23
81673010;424;3.84
81673015;343;6.86
81673020;954;2.75
81673025;1186;3.51
81673030;185;6.53
81673040;1108;4.3
81673045;680;3.07
81673050;882;5.31
81673060;1005;7.19
81673065;666;1.75
81673070;658;5.28
81673075;544;6.91
81673080;569;6.71
81673085;527;3.64
81673090;840;4.67
81673095;645;6.03
81673100;580;6.99
81673105;536;4.04
81675005;753;4.77
81675010;1091;5.47
81675015;351;4.01
81675020;914;4.37
81675025;725;5.51
81675030;792;8.85
81675035;1078;5.79
81675040;637;5.39
81675045;89;4.08
81675050;109;4.35
81675055;359;3.35
81675060;423;3.99
81675065;791;3.5
81677005;185;4.47
81677011;475;6.45
81677012;276;8.05
81677015;1263;3.65
81677020;349;2.58
81677025;870;3.95
81677030;825;7.58
81677035;1064;5.3
81677040;268;2.17
81677045;692;5.77
81677050;178;2.9
81677055;943;4.07
81677060;1239;6.8
81679005;657;3.11
81679010;312;2.82
81679015;568;3.36
81679020;191;2.92
81679025;1333;3.47
81679030;314;3.35
81679035;1073;3.27
81679040;888;2.49
81679045;260;3.72
81735005;625;4.07
81735015;1382;2.96
81735020;853;3.67
81735025;567;2.78
81735030;475;6.48
81735035;816;2.81
81735040;217;2.47
81735045;290;5.99
81735050;687;5.87
81735055;1081;1.35
81735060;805;2.75
81735065;192;1.48
81735070;812;2.13
81735075;999;1
81735080;1012;2.45
81735085;958;1.71
81735090;536;3.69
81735095;166;6.84
81737005;895;7.93
81737015;656;2.69
81737025;1082;3.95
81737030;1179;6.07
81737035;762;4.79
81737040;717;1.42
81737045;778;1.72
81737050;962;4.99
81737055;898;2.05
81737060;1162;2.06
81737065;661;6.07
81737070;1137;2.19
81737075;1115;2.52
81737080;1196;1.68
81737085;205;2.45
81737090;949;5.93
81737095;577;2.2
81737100;561;4.09
81739005;188;3.08
81739010;156;6.51
81739015;785;3.15
81739020;408;3.77
81739025;950;1.99
81739030;1428;2.95
81739035;780;1.87
81739040;1076;2.21
81739045;775;2.21
81739050;413;2.34
81739075;803;2.7
81739080;304;2.52
81739085;201;7.39
81739090;130;5.6
81739095;135;1.99
81739100;454;6.56
81739105;338;6.29
81739110;254;9.02
81739115;122;6.68
81739120;687;5.8
81739126;227;8.4
81739130;359;8.11
81739135;198;6.13
81739140;133;8.27
81739145;634;5.67
81825005;183;2.36
81825010;202;3.57
81825015;983;2.56
81825020;905;5.13
81825025;846;3.6
81825030;399;3.83
81825035;1230;2.86
81825040;811;2.16
81825045;1220;3.04
81825050;1249;4.86
81825055;1656;5.13
81825065;915;4.28
81825070;833;2.33
81825076;249;2.24
81825077;338;3.03
81825080;128;2.36
81825085;543;6.27
81825090;588;6.6
81825095;613;4.74
81827005;194;1.93
81827010;1256;3.69
81827015;874;2.82
81827020;966;2.35
81827025;1096;2.82
81827035;1422;2.67
81827040;1186;2.93
81827045;1008;3.01
81827050;859;2.15
81827055;1253;2.38
81827060;531;2.64
81827065;555;3.2
81827070;577;3.57
81827075;633;3.69
81829010;1004;3.2
81829020;1265;3.64
81829025;559;4.41
81829030;1395;3.35
81829035;677;2.07
81829040;1142;1.59
81829045;1182;4.28
81829050;457;6.62
81829055;540;4.71
81829060;586;5.39
81829065;500;2.45
81925005;157;3.15
81925010;1316;4.45
81925020;1286;3.15
81925025;763;3.73
81925030;967;6.5
81925035;1322;3.03
81925040;1206;2.37
81925045;959;1.98
81925050;510;3.8
81925055;1174;4.62
81925060;690;4.69
81927005;1217;3.99
81927010;621;3.05
81927015;1754;6.08
81927020;810;4.63
81927025;907;8.07
81927035;433;2.66
81927040;269;2.73
81927050;879;5.72
81927055;960;4.05
81927060;1598;6.4
81927065;518;2.82
81927070;590;5.42
81927075;622;3.77
81927080;455;4.92
81927085;755;4.56
81927090;640;3.45
81927095;582;2.53
81927100;481;2.19
81929005;1290;5.81
81929010;129;2.53
81929015;737;3.02
81929020;701;3.15
81929025;1453;2.77
81929030;1000;5.13
81929035;854;2.3
81929040;1133;2.68
81929045;643;2.1
81929050;60;2.55
82008005;746;4.19
82008010;280;3.97
82008015;654;3.32
82008020;533;3.42
82008025;452;2.13
82008030;409;6.15
82008035;476;2.59
82008040;378;3.09
82008045;529;4.36
82008050;435;2.3
82008055;366;1.84
82008060;276;3.71
82008065;608;6.77
82008070;634;5.74
82008075;291;4.7
82008080;475;3.42
82008085;397;3.95
82008090;463;6.39
82008095;664;3.11
82008100;331;2.81
82008105;482;5.05
82008110;279;3.68
82008115;340;5.7
82008120;1168;7.77
82008125;518;5.46
82008130;504;6.37
82008135;258;4.79
82024005;556;5.1
82024010;577;6.05
82024015;810;8.9
82024020;457;5.76
82024025;645;6.89
82024030;434;1.33
82024035;275;2.31
82024040;485;2.54
82024045;722;1.76
82024050;558;6.46
82024055;340;1.79
82024060;1041;4.46
82024065;193;2.74
82024070;165;1.17
82024075;580;6.13
82024080;484;3.31
82024085;708;4.69
82024090;437;1.72
82024095;108;2.01
82031005;579;3.69
82031011;1101;3.17
82031015;1184;3.62
82031020;1226;2.73
82031025;1541;2.96
82031030;969;3.01
82041005;887;2.7
82041011;769;2.93
82041015;1273;4.87
82041020;756;3.64
82041025;940;2.65
82041030;1429;3.1
82041035;1442;2.67
82041040;326;3.47
82049005;468;3.07
82049010;605;3.87
82049015;420;3.25
82049020;680;3.09
82049025;392;2.89
82049030;331;3.89
82049035;1061;2.49
82049050;793;3.15
82054005;1005;2.61
82054010;649;2.8
82054015;1006;3.42
82054020;896;3.17
82054025;226;2.9
82057005;1103;2.87
82057010;528;2.93
82057015;369;2.57
82061005;723;6.41
82061010;514;2.73
82061015;509;2.68
82061020;777;2.9
82061025;1064;3.38
82061030;678;2.35
82064015;716;2.46
82064020;17;2.18
82064025;3;2.53
82064030;838;2.9
82065005;313;2.93
82065010;449;2.71
82065015;285;2.65
82065020;408;2.15
82067005;1182;3.43
82069005;408;2.37
82069010;349;2.31
82069015;1020;2.69
82110005;739;2.11
82110010;471;3.36
82110015;506;4.41
82110020;572;7.12
82110025;417;4.16
82110030;512;4.1
82110035;610;5.65
82110040;568;1.69
82110045;318;7.04
82110050;379;3.59
82110055;285;2.97
82110060;768;3.38
82110065;508;2.55
82110070;561;2.86
82110075;466;2.2
82110080;258;2.45
82110085;403;1.59
82110090;495;4.09
82110095;682;3.21
82110100;412;4.37
82110105;453;6.58
82110110;608;6.32
82110115;560;5.47
82110120;349;1.38
82110125;352;3.02
82110130;334;3.14
82110135;461;4.27
82110140;422;4.52
82110145;456;3.8
82110150;350;2.63
82110155;756;6.08
82110160;750;3.17
82110165;272;4
82110170;552;6.12
82110175;657;2.71
82110180;274;3.49
82110185;493;3.35
82110190;734;6.29
82110195;381;7.91
82110200;758;7.04
82110205;425;4.87
82110210;453;2.03
82110215;359;2.29
82110220;550;2.68
82131005;2;0.83
82131010;419;2.99
82131015;209;2.58
82131020;450;2.47
82131025;373;2.16
82131030;434;3.46
82131035;421;3.03
82131040;234;1.93
82131045;379;3.26
82131050;261;2.28
82131055;467;3.76
82131060;316;4.47
82131065;409;3.47
82131070;426;3.08
82131075;350;2.86
82131085;422;2.22
82131091;330;2.64
82131095;477;3.29
82131100;408;2.98
82131105;371;4.35
82131110;366;3.56
82131115;228;2.23
82131120;464;3.77
82131125;497;2.81
82131130;364;2.74
82131135;385;2.42
82131140;533;4.26
82140005;540;5.25
82140010;290;5.67
82140015;351;6.01
82140020;600;4
82140025;641;3.72
82140030;579;5.11
82140035;820;6.7
82140040;412;2.35
82140045;514;5.65
82140050;658;5.36
82140055;667;3.43
82140060;704;6.65
82140065;648;5.34
82140070;987;3.07
82140075;232;4.34
82140080;354;5.62
82140085;587;4.6
82140090;541;6.37
82140095;699;3.43
82140100;512;4.54
82140105;330;4.83
82140110;727;4.35
82140115;575;6.02
82140120;483;4.51
82140125;387;8.26
82140130;2;10.15
82152005;432;2.37
82152010;1056;3
82152015;302;3.78
82152020;1183;2.99
82152025;896;2.7
82152030;1267;3.28
82152035;842;4.22
82152040;977;2.75
82152045;329;3.44
82152050;809;3.48
82152055;193;2.48
82152060;92;3.79
82152065;406;2.82
82152070;753;2.6
82166005;561;2.5
82166010;537;3.62
82166015;325;3.18
82166020;575;4.18
82166025;436;2.6
82166030;330;2.83
82166035;435;3.48
82166040;255;2.5
82166045;353;3.23
82166050;552;3.1
82166055;544;3.16
82166060;477;2.83
82166065;447;3.4
82166070;472;5.84
82166075;360;2.75
82166080;270;2.68
82166085;267;2.95
82166090;427;2.99
82166095;212;1.9
82178005;369;6.49
82178010;532;2.7
82178015;334;3.75
82178020;436;1.96
82178025;386;2.88
82178030;476;1.84
82178035;525;5.66
82178040;429;4.47
82178045;512;4.65
82178050;280;2.51
82178055;364;3.96
82178060;470;2.49
82178065;586;4.09
82178070;501;3
82178075;400;3
82178080;343;6.53
82178085;516;6.06
82178090;560;4.16
82178095;351;3.8
82178100;601;4.41
82178105;537;4.46
82178110;564;2.57
82178115;172;2.2
82178120;451;3.16
82194005;557;3.61
82194010;379;2.14
82194015;316;1.77
82194020;499;3.28
82194025;538;2.49
82194030;526;2.77
82194035;484;7.45
82194040;412;2.76
82194045;355;2.78
82194050;379;9.22
82194055;515;3.24
82194060;394;2.94
82194065;350;2.39
82194070;501;2.65
82194075;567;2.72
82194080;356;2.72
82194085;505;3.77
82194090;447;2.39
82194095;435;2.31
82194100;430;7.95
82194105;504;2.64
82194110;499;3.12
82194115;415;2.65
82205005;633;3.39
82205010;307;4.36
82205015;542;2.9
82205020;651;6.73
82205025;527;3.96
82205030;457;2.45
82205035;351;3.34
82205040;557;6.44
82205045;549;2.42
82205050;334;4.47
82205055;345;5.37
82205060;457;4.27
82205065;357;4.66
82205070;538;4.66
82205075;609;6.6
82205085;272;4.37
82205090;573;8.22
82205095;561;5.28
82205100;5;9.55
82211005;293;2.49
82211020;648;2.79
82211025;202;2.81
82211030;983;2.56
82211035;457;2.49
82211040;465;3.29
82211045;400;3.51
82211050;426;2.71
82211055;458;5.37
82211060;519;4.54
82211065;576;4.05
82216005;230;4.98
82216010;405;4.61
82216015;548;7.13
82216020;564;2.95
82216025;619;5.43
82216030;767;6.42
82216035;723;4.69
82216040;449;5.19
82216045;280;4.93
82216050;443;5
82216055;232;5.25
82216060;547;4.93
82216065;531;5.02
82216070;445;5.1
82223005;814;6.21
82223010;460;2.68
82223015;453;3.63
82223020;534;3.13
82223025;634;5.22
82223030;715;3.19
82223035;461;2.2
82223040;684;2.61
82223045;451;2.98
82223055;465;2.86
82223060;571;2.12
82223065;7;3.74
82229015;145;3.2
82229020;165;5.61
82229025;97;2.43
82229030;443;2.33
82229035;525;2.73
82229040;352;2.23
82229045;529;3.01
82229050;551;3.8
82229055;486;3.2
82229060;514;3.26
82234005;1400;2.7
82234010;793;2.88
82234015;371;3.12
82237005;825;2.69
82237010;718;3.12
82237015;381;3.27
82237020;513;2.39
82239005;471;3.59
82239010;763;3.09
82239015;434;5.42
82256005;1038;6.68
82256010;1236;3.33
82256015;1052;3.94
82256020;859;5.26
82256025;1070;3.58
82256030;1259;5.21
82256035;937;6.05
82256040;881;6.64
82256045;1179;4.05
82256050;500;2.39
82256055;679;1.64
82256060;1056;2.04
82256065;1077;4.67
82256070;990;5.67
82256075;712;7.26
82256080;969;2.62
82256085;964;2.77
82256090;357;5.51
82256095;378;5.51
82256100;442;4.36
82256110;482;5.17
82256115;618;7.01
82256120;640;4.58
82266010;701;2.45
82266015;530;2.68
82266020;472;2.88
82266025;569;3.01
82269005;1043;6.71
82269010;447;3.45
82269015;612;2.09
82269020;350;4.74
82269025;201;5.25
82272005;995;4.82
82272010;385;3.78
82272015;113;2.85
82272020;126;3.61
82272025;173;3.35
82275005;449;4.83
82275010;780;5.9
82275015;946;6.29
82275020;803;3.46
82276005;589;4.06
82276010;127;3.09
82278005;691;2.81
82278010;157;2.4
82279005;847;2.69
82281005;449;3.77
82281010;481;4.57
82281015;386;3.57
82281020;160;2.79
82284005;1026;3.09
82284010;1014;2.91
82285005;655;2.89
82287005;737;4.3
82288005;731;2.7
82290005;659;6.3
82291005;845;5.38
82291010;967;5.4
82291015;377;5.62
82293005;629;2.93
82293010;136;2.39
82294010;165;3.22
82294020;472;4.39
82296005;976;4.45
82297005;164;5
82297010;243;3.71
82299005;1555;5.6
82299010;211;5.06
82319005;589;3.44
82319010;287;2.86
82319015;348;2.38
82319020;482;2.83
82319025;383;5.83
82319035;272;3.73
82319040;368;2.79
82319045;126;2.38
82319050;404;7.94
82319055;306;2.19
82319060;163;5.75
82319070;499;3.67
82319075;384;3.15
82319080;255;2.94
82319085;352;2.25
82319090;466;7
82319095;621;2.98
82319100;239;2.78
82319105;696;5.44
82319110;353;4.72
82319115;247;2.51
82319120;376;3.13
82319125;326;3.11
82319130;268;2.36
82319135;531;3.73
82319140;251;3.98
82319145;397;2.19
82319150;362;2.58
82319155;389;3.62
82319160;248;2.3
82319165;372;2.97
82319170;3;8.4
82319175;458;2.81
82319180;545;2.61
82327005;379;2.8
82327010;362;2.15
82327015;427;3
82327020;635;4.39
82327025;533;3.06
82327030;398;5.08
82327035;325;2.75
82327040;556;2.46
82327045;602;2.88
82327050;515;2.72
82335005;940;3.28
82335010;492;3.98
82335015;1101;2.85
82335020;463;2.13
82335025;812;2.86
82335030;185;2.72
82340005;1130;2.83
82340015;171;2.44
82340021;855;3.33
82343005;961;3.22
82343010;747;3.02
82343015;653;2.24
82343020;223;2.54
82343025;166;3.38
82346005;966;4.47
82346010;245;4.78
82346015;431;4.48
82347005;1094;2.9
82349005;402;3.59
82362005;701;7.75
82362010;695;5.88
82362015;682;5.91
82362020;613;2.45
82362025;541;5.34
82362030;649;2.82
82362035;639;4.69
82362040;635;2.77
82362045;193;3.88
82362050;586;3.12
82362055;748;4.04
82362060;601;8.58
82362065;641;4
82362070;724;3.93
82362075;435;4.68
82362080;530;4.63
82362090;705;3.87
82362095;560;4.52
82362100;363;2.77
82362105;482;6.64
82362110;461;2.9
82362115;394;3.27
82362120;3;5.14
82377005;682;5.48
82377010;625;4.63
82377015;423;2.54
82377020;910;6.41
82377025;742;4.02
82377030;799;2.56
82377035;488;4.21
82377040;465;6.93
82377045;569;4.02
82377050;359;3.25
82377055;475;3.2
82377060;482;3.48
82377065;550;5.15
82377070;301;6.4
82377075;841;3.48
82377080;705;3.66
82380010;352;4.02
82380015;533;2.58
82380025;560;1.8
82380030;257;2.08
82380035;385;4.84
82380040;582;7.05
82380045;503;2.54
82380050;524;2.11
82380055;543;2
82380060;335;1.05
82380070;417;2.08
82380075;435;2.1
82380080;46;1.11
82380085;1;0
82380090;492;2.62
82380095;468;3.76
82380105;501;1.91
82380110;5;6.72
82383005;133;2.03
82383010;334;2.64
82383015;497;4.37
82383020;376;3.93
82383025;631;2.82
82386005;1260;2.8
82386010;1117;6.05
82387005;529;5.43
82389005;706;1.59
82390010;606;5.5
82392010;495;3.98
82393010;1359;4.01
82395005;656;4.01
82396005;747;4.85
82396010;546;2.68
82398005;1166;4.92
82398010;191;4.2
82398015;237;5.37
82399005;1036;3.91
82401005;620;3.09
82401010;193;2.88
82402005;719;2.86
82402010;789;2.99
82402015;165;2.85
82404005;507;5.61
82405005;438;4.91
82405010;350;4.92
82405015;181;6.62
82407005;568;5.8
82407010;232;5.63
82407015;277;4.4
82407020;496;4.32
82409005;552;1.95
82418005;662;4.87
82418010;543;2.64
82418015;414;3.32
82418020;617;4.05
82418025;909;3.37
82418030;584;6.27
82418035;531;2.75
82418040;621;5.57
82418045;395;3.01
82418050;507;4.9
82418055;372;2.41
82418060;136;3.56
82418065;258;5.59
82418070;152;5.41
82418075;233;5.25
82418080;463;2.89
82418085;718;3.55
82418090;166;3.48
82431005;1190;4.67
82431010;405;3.63
82431015;450;2.71
82432010;366;2.45
82432015;2;2.53
82433005;1251;2.5
82435005;513;2.85
82436005;485;4.38
82438005;796;3.6
82439010;1;0
82439015;615;2.58
82441005;349;4.28
82441010;1255;4.93
82442005;415;2.2
