P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_ALTER_18_29
86899030;774;17.5
86899035;782;28.87
86899040;516;25.44
86899045;740;18.73
86899050;738;10.25
86899055;286;8.04
86899060;347;6.39
86899065;595;12.89
86899070;207;10.97
86899075;594;15.43
86899080;638;27.85
86899085;438;12.68
86899090;468;22.72
86899095;535;12.14
86899100;460;19.22
86899105;208;12.71
86899110;872;29.62
86899115;781;17.15
86899120;888;12.34
86899125;230;27.67
86899130;583;22.37
86899135;329;11.18
86899140;668;22.86
86911005;537;14.68
86911010;589;17.62
86911015;403;13.1
86911020;328;10.1
86911025;557;14.83
86911030;459;8.02
86911035;476;12.58
86911040;384;12.29
86911045;532;7.91
86911050;506;9.36
86911055;621;12.37
86916005;891;18.97
86916010;852;11.42
86916015;622;14.56
86916020;481;13.49
86916025;1316;19.72
86916030;462;13.41
86916040;1;16.57
86916045;532;13.86
86919005;861;12.89
86919010;1393;10.06
86920005;819;13.1
86920010;382;14.29
86922005;654;11.45
86923005;576;11.58
86923010;226;11.67
86925005;893;15.49
86925010;565;12.28
86925015;285;10.89
86926005;153;10.08
86926010;1016;10.96
86928005;649;13.34
86928010;255;15.65
86929005;1031;16.11
86929010;167;14.83
86929015;210;9.16
86929020;230;13.3
86929025;216;11.52
86931005;923;15.16
86931010;181;10.14
86932005;332;12.42
86932010;132;12.49
86932020;364;17.08
86932025;6;21.11
86932030;818;14.56
86934005;479;14.96
86934010;276;12.98
86935005;762;14.58
86937005;917;14.89
86938005;1098;11.64
86938010;851;10.25
86940005;419;14.01
86941005;8;54.8
86943005;426;12.23
86944005;450;13.1
86944010;134;8.51
86946005;586;11.25
86946010;498;15.47
86946015;154;14.72
86947005;665;13.1
86947010;209;12.28
86947015;133;17.43
86947020;217;12.08
86947025;482;13.72
86949005;687;16.03
86949010;588;12.48
86949015;354;10.67
86949020;232;13.72
86956005;344;30.46
86956010;548;22.39
86956015;653;18.98
86956020;755;19.62
86956025;592;15.11
86956030;499;10.58
86956035;657;18.93
86956040;650;14.76
86956045;680;13.18
86956050;752;15.84
86956055;535;15.72
86971010;705;20.46
86971015;978;14.28
86971020;509;16.41
86971025;1064;13.84
86971030;1182;11.64
86971035;235;9.37
86971040;520;9.52
86971045;521;19.21
86971050;510;19.34
86972005;1263;15.09
86972010;447;12.52
86974005;531;11.38
86975005;1212;13.65
86977005;720;12.47
86978005;738;11.97
86980005;402;12.98
86981005;478;13.2
86983005;509;12.64
86983010;506;11.21
86983015;353;15.48
86984005;419;13.41
86986005;464;14.08
86987005;403;11.96
86987010;174;16.99
86989010;4;8.97
86989015;1319;12.42
87435005;557;26.63
87435010;412;22.72
87435015;488;16.76
87435020;183;22.21
87435025;1113;26.9
87435030;483;11.39
87435036;527;5.53
87435040;380;16.43
87435045;405;19.98
87435050;570;30.04
87435055;65;15.22
87435060;699;23.75
87435065;540;20.68
87435070;1146;28.52
87435075;740;27.55
87435080;566;12.83
87435085;748;12.65
87435090;498;15.32
87435095;396;19.68
87435100;139;11.56
87437005;895;15.9
87437010;888;15.1
87437015;491;14.88
87437020;512;14.45
87437025;278;13.69
87437030;490;14.96
87437035;462;15.43
87437040;445;13.36
87437045;363;13.36
87437050;538;21.71
87437055;432;12.68
87437060;1196;21.11
87437065;796;18.27
87437070;753;11.86
87437075;1025;11.05
87437080;564;10.84
87437085;1274;13.42
87437095;694;14.84
87439005;364;22.59
87439010;633;23.01
87439015;192;12.69
87439020;503;25.55
87439025;834;15.09
87439030;425;11.92
87439035;1288;12.74
87439040;422;12.03
87439045;634;13.54
87439050;640;12.45
87439055;441;13.02
87439060;556;22.23
87439065;258;30.45
87439070;1022;25.46
87439075;457;8.45
87439080;985;21.1
87439085;647;18.59
87439090;20;9.12
87439100;870;9.55
87439106;645;11.5
87439107;3;42.87
87439110;845;11.07
87439115;376;9.43
87448005;895;13.73
87448010;1309;17.34
87448015;537;10.28
87448020;215;13.79
87448025;419;13.88
87448030;912;15.74
87452010;658;18.99
87452015;372;9.79
87452020;779;12.89
87452025;955;14.42
87452030;215;8.75
87452035;540;11.32
87452040;641;17.55
87452045;806;16.67
87459005;833;15.83
87459010;1373;17.56
87459020;632;21.03
87459025;757;17.15
87459030;666;12.55
87463005;365;15.5
87463015;523;11.88
87463020;245;10.5
87463025;320;11.24
87463030;709;13.63
87463035;512;14.45
87463040;475;12.49
87463045;510;21.42
87466005;1027;15.09
87466010;341;10.95
87466015;208;11.75
87466020;118;24
87466025;293;15.36
87466030;203;11.56
87471005;656;13.25
87471010;732;18.48
87471015;902;13.57
87471020;82;9.31
87471025;810;13.98
87474005;389;17.59
87474010;1288;15.04
87474015;198;9.12
87477005;780;16.78
87477010;246;13.97
87477015;772;15.09
87477020;341;11.5
87480005;810;15.1
87480010;584;13.43
87480015;335;16.46
87480020;268;10.71
87480025;533;13.34
87484005;851;15.6
87484010;993;14.71
87487015;4;42.27
87487020;611;15.7
87487025;550;15.03
87487030;588;13.51
87487035;455;16.74
87488005;389;13.46
87488010;629;15.78
87488015;130;9.91
87490005;845;16.68
87490010;884;13.03
87493005;593;11.25
87493010;253;11.68
87493015;678;15.13
87494005;353;14.04
87496005;409;14.14
87496010;352;10.1
87497005;1048;14.06
87499005;1157;14.25
87509005;462;17.86
87509010;408;22.75
87509015;470;24.43
87509020;597;14.56
87509025;365;17.93
87509030;497;20.86
87509035;281;15.42
87509040;622;23.5
87509045;291;17.95
87509050;417;10.88
87509055;306;23.12
87509060;260;10.07
87509065;305;10.18
87509070;338;10.04
87509075;274;9.76
87509080;263;15.78
87509085;289;13.88
87509090;545;20.93
87509095;534;13.35
87527005;376;16.5
87527010;529;16.25
87527015;568;14.19
87527020;625;18.33
87527025;238;8.42
87527030;370;26.15
87527035;527;14.06
87527040;524;14.35
87527045;496;15.43
87527050;478;17.38
87527055;381;21.05
87527060;555;12.52
87527065;465;19.34
87527070;387;14.67
87527075;414;25.42
87527080;407;28.83
87527085;385;19.99
87527090;329;16.28
87527095;380;17.45
87527100;307;15.97
87527105;376;25.44
87527110;551;19.16
87527115;443;19.15
87527120;371;12.96
87527125;298;8.86
87527130;334;9.2
87527135;268;12.6
87527140;446;20.81
87527145;386;10.13
87527150;352;12.28
87534005;374;21.45
87534010;401;21.39
87534015;503;18.42
87534020;386;12.25
87534025;351;10.26
87534030;477;14.16
87534035;513;12.53
87534040;609;14.16
87534045;469;23.01
87538005;567;16.26
87538010;668;15.31
87538015;506;15.84
87538020;246;14.27
87538025;137;9.88
87538035;105;19.07
87538040;504;12.92
87541005;582;17.65
87541010;351;14.06
87541015;406;13.65
87541020;203;9.89
87541025;224;20.55
87541030;473;15.47
87541035;164;9.24
87544005;772;20.81
87544010;403;15.95
87544015;426;17.02
87544020;582;14.48
87544025;407;15.06
87544035;288;11.77
87545005;1476;17.79
87545010;146;14.81
87547005;608;12.95
87549005;709;15.71
87549010;326;15.56
87549015;574;16.18
87549020;133;14.76
87549025;239;7.14
87561005;492;21.29
87561010;564;14.5
87561015;575;13.69
87561020;570;16.93
87561025;468;12.08
87561030;452;13.55
87561035;499;14.24
87561040;574;12.67
87561045;482;11.17
87561050;346;10.88
87561060;333;13.05
87561065;9;55.96
87561070;411;11.7
87600005;1003;25.76
87600010;873;18.95
87600015;1045;15.14
87600020;993;13.73
87600025;852;10.93
87600030;966;13.15
87600035;976;16.26
87600040;792;19.4
87600045;656;16.49
87600050;421;17.11
87600055;642;18.37
87600060;1124;27.28
87600065;1086;16.95
87600070;662;13.22
87600075;996;24.03
87600080;803;10.65
87600085;875;18.52
87600090;893;12.69
87600095;997;16.19
87600100;1104;14.97
87600105;620;15.85
87600110;661;10.76
87600115;964;17.03
87600120;723;27.63
87600125;391;10.42
87600130;570;10.57
87600135;514;12.05
87600140;876;17.3
87600145;601;12.51
87600150;200;9.48
87600155;86;11.08
87616005;506;16.97
87616010;580;17.52
87616015;395;22.21
87616020;581;16.03
87616025;407;13.44
87616030;751;7.41
87616035;495;13.87
87616040;869;21.03
87616045;703;25.8
87616050;567;14.76
87616055;245;6.9
87616060;257;8.74
87616065;484;9.43
87616070;454;8.7
87616075;442;9.47
87616080;540;9.24
87616085;609;9.37
87616090;738;10.92
87616095;489;14.26
87629005;265;21.82
87629010;536;26.09
87629015;446;11.35
87629020;419;12.46
87629025;535;20.38
87629030;690;11.6
87629035;474;19.79
87629040;421;18.53
87629045;553;15.46
87629050;276;12.73
87629055;398;22.99
87629060;437;15.43
87629065;547;16.63
87629075;599;8.69
87629080;357;12.61
87629085;342;26.84
87629090;490;21.93
87629095;616;9.22
87629100;2;4.14
87634005;669;13.64
87634010;1239;15.47
87634015;130;11.59
87634020;687;15.66
87634025;425;9.92
87634030;442;11.59
87634035;231;9.73
87637005;572;13.99
87637010;1166;14.56
87640005;591;12.27
87640010;836;15.81
87640015;558;9.64
87642005;959;15.16
87642010;771;13.35
87645005;527;14.89
87645010;374;13.61
87645015;359;17.12
87645020;500;14.75
87647005;326;11.1
87647015;383;11.34
87647020;184;8.11
87647025;2;0.57
87647030;863;14.42
87648010;177;12.36
87648015;945;14.65
87650005;600;11.83
87651005;543;11.79
87651010;244;10.44
87653005;576;12.09
87654005;682;12.3
87656005;1240;14.6
87656010;414;11.98
87656015;199;11.57
87657010;590;13.99
87657015;2;4.62
87659015;484;14.52
87660005;745;12.19
87662005;242;11.05
87662010;283;13.48
87662015;324;10.45
87662020;341;10.78
87663005;595;11.86
87665005;429;14.34
87665010;533;11.9
87665015;271;11.68
87665020;283;11.79
87666005;923;12.8
87666010;152;9.17
87668005;626;12.68
87669005;645;15.6
87671010;790;12.15
87672005;1096;14.53
87674005;835;13.68
87675005;877;10.91
87675010;305;10.58
87677005;392;13.15
87677010;478;11.72
87679005;458;12.47
87679010;365;14.28
87700005;489;14.3
87700010;328;15.47
87700015;402;10.93
87700020;479;19.7
87700025;428;24.82
87700030;619;14.74
87700035;425;11.62
87700040;299;19.82
87700045;188;9.18
87700050;462;9.71
87700055;481;21.34
87700060;466;20.11
87700065;528;9.9
87700070;405;32.88
87700075;367;15.36
87700080;607;16.67
87700085;196;15.13
87700090;272;12.58
87700095;477;11.83
87700100;209;19.5
87700105;303;15.35
87700110;238;10.99
87700115;489;25.41
87700120;461;35.52
87700125;566;22.75
87700130;372;29.46
87700135;588;13.74
87700140;237;18.12
87700145;257;13.62
87700150;315;14.49
87700155;510;14.9
87700160;321;20.5
87700165;475;18.8
87700170;164;9.89
87700175;341;15.93
87700180;536;14.85
87700185;177;19.5
87700190;328;8.68
87700195;513;12.23
87700200;440;28.52
87700205;624;16.39
87700210;699;17.22
87700215;670;16.53
87700220;333;7.98
87700225;494;10.25
87700230;692;13.42
87700235;746;11.99
87700240;525;13.3
87700245;523;10.28
87700250;479;18.78
87719005;429;18.38
87719010;604;14.3
87719015;579;18.4
87719020;466;17.3
87719025;363;9.09
87719030;171;8.75
87719035;329;7.43
87719040;646;13.07
87719045;398;13.21
87719050;518;15.26
87719055;536;25.53
87719060;744;17.8
87719065;276;10.46
87719070;377;9.48
87719075;623;19.09
87724005;791;17.38
87724010;861;15.37
87724015;1350;16
87724020;603;17
87724035;1;9.04
87724040;191;8.3
87724050;142;9.52
87727005;1090;15.43
87727010;1205;14.75
87727015;220;6.66
87730005;759;17.89
87730010;954;16.32
87730015;416;12.15
87730020;351;12.97
87733005;839;14.15
87733010;324;10.02
87733015;321;13.07
87733020;172;8.96
87734010;951;12.76
87736005;302;9.39
87737005;685;11.29
87737010;158;11.4
87739005;378;11.14
87739010;354;8.84
87739015;281;10.26
87740005;568;14.59
87740010;849;14
87742005;256;13.65
87742010;158;6.97
87742015;652;12.9
87742020;245;10.9
87743010;489;12.33
87743015;2;3.42
87745005;416;8.9
87745010;389;11.63
87746005;934;13.49
87746015;176;8.5
87746020;212;7.48
87746025;1;3.11
87748005;516;11.87
87749005;542;11.15
87751005;761;13.17
87752005;288;13.95
87752010;239;8.92
87754005;437;11.76
87754010;326;9
87755005;546;9.1
87757010;266;8.93
87757015;177;8.46
87757020;253;12.83
87757025;455;13.55
87758005;231;10.45
87758010;375;13.3
87758015;144;7.82
87760005;608;10.8
87761005;317;9.36
87761010;260;9.01
87763005;486;11.01
87764005;174;13.65
87764010;1206;13.01
87766005;102;20.27
87766010;1212;13.94
87767005;573;10.62
87769005;393;8.57
87769010;216;14.6
87770005;157;8.83
87770015;165;13.34
87770020;116;7.72
87770025;2;15.48
87772005;794;14.01
87772010;215;9.94
87772015;83;4.99
87773005;385;10.52
87775005;390;8.95
87775010;202;12.51
87776005;798;12.08
87776010;335;9.38
87778005;452;11.79
87778010;132;10.1
87779005;828;12.21
87781005;481;12.59
87782005;154;6.54
87782025;237;10.23
87782030;2;10.38
87782035;187;10.06
87784005;618;13.39
87784010;305;7.34
87785005;359;10.32
87787005;725;12.54
87787010;99;7.53
87789005;796;11.27
88045005;695;20.36
88045010;439;13.56
88045015;763;16.3
88045020;698;20.56
88045025;485;22.65
88045030;582;14.66
88045035;615;13.05
88045040;763;13.03
88045045;859;17.05
88045050;726;24.24
88045055;680;17.73
88045060;359;9.76
88045065;613;15.77
88045070;371;13.38
88045075;614;15.84
88045080;364;7.24
88046005;14;6.99
88046010;524;19.26
88046015;974;21.88
88046020;517;15.56
88046025;505;15.64
88046030;529;13.03
88046035;971;14.26
88046040;564;16.08
88046045;579;20.83
88046050;539;10.87
88046055;389;8.7
88046060;359;9.8
88046065;743;20.98
88046070;760;16.8
88046075;414;18.21
88048005;726;18.81
88048010;627;13.54
88048015;903;14.01
88048020;451;24.4
88048025;719;20.6
88048030;487;11.18
88048035;644;10.48
88048040;923;19.04
88048045;502;14.5
88048050;786;16.23
88048055;763;15.42
88048060;617;13.61
88048065;708;13.45
88069005;1481;19.3
88069010;910;18.42
88069015;870;12.34
88069025;692;12.43
88069030;309;12.65
88069035;582;10.14
88069040;604;12.99
88069045;510;12.81
88069050;610;13.39
88069055;324;16.45
88069060;548;17.62
88069065;389;14.09
88069070;588;23.97
88074010;176;13.09
88074015;1364;14.14
88074025;1357;19.25
88074030;646;9.28
88074035;569;16.43
88074040;1;3.91
88074045;436;23.71
88074050;440;19.16
88074055;436;14.26
88074060;503;13.18
88079005;1386;16.96
88079010;584;14.46
88079015;1202;14.8
88079025;315;15.41
88079030;436;12.83
88079035;6;2.15
88085005;1326;11.6
88085015;345;14.48
88085020;407;15.27
88085025;482;19.57
88085030;592;16.73
88085035;823;17.68
88090005;1219;16.76
88090010;994;14.47
88090015;981;11.35
88090020;384;12.82
88094005;501;15.54
88094010;779;18.56
88094015;560;13.86
88094020;305;15.89
88094025;213;9.23
88097005;591;17.64
88097010;967;12.06
88097015;823;20.03
88099005;917;16.16
88099010;292;14.2
88099015;188;13.17
88131005;1565;16.15
88131010;173;13.41
88131015;632;25.07
88131020;432;18.08
88131025;465;12.9
88131030;570;21.19
88131035;595;13.86
88131040;410;25.92
88131045;626;14.53
88131050;567;14.1
88131055;509;19.22
88131060;769;15.21
88131065;534;16.23
88131070;741;11.2
88131075;613;17.49
88131080;615;16.44
88131085;569;12.92
88131090;701;19.8
88131095;367;15.28
88131100;591;13.18
88131105;638;16.29
88131110;541;11.06
88131115;727;18.28
88131120;773;20.44
88131125;382;14.34
88131130;463;11.51
88138005;833;13.16
88138010;598;10.74
88138015;331;16.65
88138020;373;19.07
88138025;1323;17.47
88142005;1403;12.85
88142010;185;9.24
88142015;257;18.99
88145005;926;14.35
88145010;702;15.09
88145015;315;13.02
88147005;730;15.34
88149005;875;10.56
88161010;815;14.7
88161015;952;16.21
88161020;1418;16.31
88161025;1258;17.69
88161030;395;29.31
88161035;483;19.89
88161040;474;19.11
88161045;523;14.37
88167005;418;13.82
88167010;453;11.65
88167015;155;12.38
88167025;801;15.69
88167030;755;14.3
88167035;4;3.76
88167040;548;15.57
88171005;650;15.43
88171010;1372;16
88171015;692;15.94
88171020;335;14.38
88175005;943;15.01
88175015;521;12.64
88175020;716;15.41
88178005;911;15.6
88178010;781;15.61
88179005;847;12.19
88212005;883;34.45
88212010;638;31.08
88212015;403;21.21
88212020;722;26.11
88212025;533;24.41
88212030;662;16.69
88212035;442;9.86
88212040;605;22.41
88212045;382;18.55
88212050;537;15.81
88212055;541;10.13
88212060;447;13.13
88212065;482;15.14
88212070;212;14.65
88212075;344;14.32
88213005;476;11.67
88213010;393;15.9
88213015;546;11.02
88213020;416;7.72
88213025;360;11.17
88213030;1538;19.92
88213035;624;12.04
88213040;462;14.69
88213045;498;12.36
88213050;672;12.03
88213055;284;10.32
88213060;739;11.04
88214005;373;28.16
88214010;668;21.8
88214015;501;8.82
88214020;432;10.07
88214025;445;12.43
88214030;648;16.43
88214035;463;15.61
88214040;362;13.64
88214045;281;18.68
88214050;392;10.31
88214055;433;15.1
88214060;671;23.68
88214065;710;14.47
88214070;461;9.64
88214075;510;16.03
88214080;601;14.27
88214085;206;14.93
88239005;1450;25.55
88239010;255;18.56
88239015;711;23.56
88239020;464;9.69
88239025;620;11.35
88239030;451;15.41
88239035;705;10.95
88239040;511;13.17
88239045;809;13.59
88239050;313;12.12
88239055;507;15.72
88239060;510;15.94
88239065;782;26.76
88239070;635;13.37
88239075;894;16.5
88239080;520;12.83
88239085;1334;14.16
88239090;788;12.18
88239095;486;14.01
88239100;457;12.37
88239105;155;14.23
88239110;536;10.46
88250005;642;10.78
88250010;475;22.35
88250015;712;23.23
88250020;890;15.65
88250025;583;22.45
88250030;625;13.44
88250035;741;13.32
88250040;804;24.34
88250045;886;27.97
88250050;521;17.17
88250055;744;13.85
88250060;802;14.34
88250065;405;12.65
88250070;662;13.02
88250075;414;12.64
88250080;490;17.36
88250085;468;10.21
88250090;928;13.86
88250095;1;20.77
88255010;1297;14.53
88255015;510;14.87
88255020;906;14.51
88255025;671;12.65
88255030;665;15.13
88255035;489;17.31
88255040;598;12.12
88255045;650;14.39
88260005;727;13.98
88260010;662;13.45
88260015;892;17.17
88260020;714;13.16
88263010;736;13.42
88263015;805;16.8
88263020;443;15.26
88267010;215;13.07
88267015;608;14.25
88267020;725;15.47
88267025;536;15.57
88271005;1156;18.75
88271010;246;10.11
88271015;274;11.34
88271020;366;8.9
88273005;670;12.42
88273010;782;17.18
88273015;679;15.38
88276005;1178;14.48
88276010;684;14.41
88279010;165;12.26
88279015;1564;15.97
88281005;1074;14.37
88281010;862;13.02
88284005;631;13.86
88284010;1182;15.94
88285005;211;15.36
88285010;1194;14.13
88287005;1284;16.22
88289005;578;12.2
88289010;824;16.49
88299005;1574;19.1
88299010;1450;15.96
88299025;381;9.9
88299030;777;10.63
88299035;192;13.95
88299040;203;11.17
88299045;432;10.12
88299050;430;11.16
88299055;380;11.36
88299060;579;14.08
88299065;567;11.7
88299070;424;12.86
88299075;334;9.14
88299080;429;11.24
88299085;536;11.09
88299090;571;14.46
88299095;536;20.34
88299100;474;15.95
88299105;468;23.06
88299110;425;19.18
88299115;409;21.15
88299120;446;11.97
88316005;879;20.95
88316010;683;19.47
88316020;673;21.04
88316025;918;13.85
88316030;361;18.03
88316035;383;10.08
88316040;384;10.8
88316045;493;17.56
88316050;290;9.1
88316055;468;11.51
88316060;467;17.47
88316065;606;27
88316070;555;13.86
88317005;1017;13.46
88317010;209;12.22
88319005;1063;13.2
88319010;215;12.78
88326005;877;17.62
88326010;685;16.51
88326020;305;13.29
88326025;312;9.02
88326030;706;12.41
88326035;561;8.94
88326040;544;22.47
88326045;530;10.86
88339005;1438;15.09
88339010;697;13.27
88339015;767;16.51
88339020;1321;22.47
88339025;1688;18.64
88339030;635;11.69
88339035;663;9.18
88339040;1195;13.58
88339045;684;11.57
88339050;284;7.61
88348005;137;12.94
88348010;1313;18.93
88348015;1064;17.45
88348020;607;14.92
88348030;594;11.59
88348035;167;8.42
88348040;203;7.28
88348045;156;10.13
88348050;271;7.2
88348055;180;8.92
88348060;283;7.66
88348065;169;7.16
88348070;118;12.98
88348075;224;7.52
88348080;176;9.96
88348085;163;9.41
88348090;173;7
88348095;191;10.18
88348100;519;18.58
88348105;493;13.52
88348110;449;20.03
88348115;493;21.58
88353005;924;13.62
88353010;564;23.07
88353015;583;11.59
88353020;633;12.3
88353025;808;12.08
88353030;361;15.31
88353035;190;11.07
88356005;370;8.91
